"COLONY","PlantID","Sex_t","Sever","Time","Lf_t","ST.BOR.t","DMG.t","Total_nodes","SexF_t1","brnoF_t1","SexB_t1","brnoB_t1","LfFtot_t1","LfBtot_t1","Lftot_t1","SexF_t2","brnoF_t2","SexB_t2","brnoB_t2","LftotF_t2","LftotB_t2","Lftot_t2"
1,1,"S","S1","T2","433.083","N","N",9,"S",1,"V","1",189.438,376.102,565.54,"V",1,"V",1,216.837,442.212,659.049
1,2,"V","S1","T2","384.2155","N","N",5,"S",1,"V","1",261.744,NA,NA,"V",1,"V",1,329.67475,251.695,581.36975
1,3,"S","S2","T2","777.414","N","N",7,"S",1,"V","1",334.05,442.212,776.262,"V",1,"V",1,495.1,504.115,999.215
1,4,"V","S2","T2","314.95025","N","N",7,"S",1,"V","1",308.076,272.129,580.205,"V",1,"V",1,102.9475,352.663,455.6105
1,5,"S","S4","T2","494.859","N","N",8,"V",1,"V","1",425.384,138.106,563.49,"V",1,"V",1,392.17875,165.4515,557.63025
1,6,"V","S4","T2","352.663","N","N",7,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,578.9395,0,578.9395
1,7,"S","C","T2","454.143","N","N",6,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,188.59,0,188.59
1,8,"V","C","T2","450.9265","N","N",6,"V",1,NA,"0",608.088,0,608.088,"S",1,"NAN",0,616.605,0,616.605
1,9,"S","S1","T1","289.524","N","N",11,"V",1,NA,"0",182.58,0,182.58,"V",1,"NAN",0,307.588,0,307.588
1,10,"V","S1","T1","285.952","N","N",11,"V",1,"V","1",360.476,258.306,618.782,"NAN",0,"V",1,0,307.588,307.588
1,11,"S","S2","T1","398.5095","N","N",11,"S",1,"V","1",543.948,300.376,844.324,"V",1,"V",1,392.17875,300.376,692.55475
1,12,"V","S2","T1","238.473","N","N",11,"S",1,"V","1",320.712,117.672,438.384,"V",1,"V",1,359.875,188.59,548.465
1,13,"S","S4","T1","671.763","N","N",11,"S",1,"V","1",621.87,108.056,729.926,"V",1,"V",1,504.115,148.924,653.039
1,14,"V","S4","T1","384.2155","N","N",11,"V",1,NA,"0",495.1,0,495.1,"V",1,"NAN",0,560.008,0,560.008
1,15,"S","C","T1","539.436","N","N",11,"V",1,NA,"0",669.39,0,669.39,"V",1,"NAN",0,669.39,0,669.39
1,16,"V","C","T1","300.376","N","N",11,"V",1,NA,"0",329.825,0,329.825,"V",1,"NAN",0,265.2175,0,265.2175
1,17,"S","S1","T3","641.226","N","N",11,"S",1,"V","2",247.002,570.72,817.722,"V",1,"V",2,368.289,617.379,985.668
1,18,"V","S1","T3","383.915","N","N",11,"V",1,"V","1",108.056,329.825,437.881,"V",1,"V",1,194.6,459.49075,654.09075
1,19,"S","S2","T3","649.299","N","N",11,"S",1,NA,"0",544.65,0,544.65,"V",1,"NAN",0,531.761,0,531.761
1,20,"V","S2","T3","329.825","N","N",11,"V",1,NA,"0",392.329,0,392.329,"V",1,"NAN",0,553.874,0,553.874
1,21,"S","S4","T3","501.528","N","N",11,"S",1,NA,"0",572.028,0,572.028,"V",1,"V",1,673.42125,103.248,776.66925
1,22,"V","S4","T3","244.93375","N","N",11,"V",1,NA,"0",329.825,0,329.825,"V",1,"V",1,400.142,65.8502,465.9922
1,23,"S","C","T3","870.078","N","N",11,"S",1,NA,"0",736.998,0,736.998,"S",1,"NAN",0,933.558,0,933.558
1,24,"V","C","T3","486.085","N","N",11,"S",1,NA,"0",676.626,0,676.626,"S",1,"NAN",0,479.364,0,479.364
3,25,"S","S1","T2","587.874","N","N",7,"V",1,"V","1",287.03,442.212,729.242,"V",1,"V",1,453.507,477.22025,930.72725
3,26,"V","S1","T2","416.97","N","N",5,"S",1,"S","1",309.48,481.47,790.95,"V",1,"V",1,569.023,376.102,945.125
3,27,"S","S2","T2","622.974","N","N",7,"V",1,"V","1",359.875,329.825,689.7,"V",1,"V",1,685.1925,329.224,1014.4165
3,28,"V","S2","T2","416.6695","N","N",6,"V",1,"V","1",425.384,258.306,683.69,"V",1,"V",2,628.522,335.4105,963.9325
3,30,"V","S4","T2","314.8","N","N",6,"V",1,"V","1",442.212,78.9872,521.1992,"V",1,"V",1,495.1,91.138925,586.238925
3,31,"S","C","T2","563.304","N","N",10,"S",2,NA,"0",656.881,0,656.881,"S",2,"NAN",0,989.4405,0,989.4405
3,33,"S","S1","T1","334.452","N","N",11,"V",1,"V","1",230.7976,495.1,725.8976,"V",1,"V",1,308.9251,450.626,759.5511
3,34,"V","S1","T1","293.164","N","N",11,"V",1,"V","1",NA,NA,NA,"V",1,"V",1,367.9885,117.82225,485.81075
3,35,"S","S2","T1","466.428","N","N",11,"V",1,NA,"0",495.1,0,495.1,"S",1,"NAN",0,595.896,0,595.896
3,36,"V","S2","T1","408.70625","N","N",11,"S",1,NA,"0",519.378,0,519.378,"V",1,"NAN",0,618.6055,0,618.6055
3,37,"S","S4","T1","581.556","N","N",11,"S",2,NA,"0",996.006,0,996.006,"V",2,"NAN",0,1008.831,0,1008.831
3,38,"V","S4","T1","541.0765","N","N",11,"S",3,NA,"0",NA,0,NA,"V",3,"NAN",0,1604.93725,0,1604.93725
3,39,"S","C","T1","425.01","N","N",11,"V",1,NA,"0",442.212,0,442.212,"V",2,"NAN",0,625.9551,0,625.9551
3,40,"V","C","T1","314.8","N","N",11,"S",1,NA,"0",818.43,0,818.43,"V",2,"NAN",0,885.626,0,885.626
3,41,"S","S1","T3","624.027","N","N",11,"S",1,"V","1",528.504,359.875,888.379,"V",1,"V",1,219.241,582.207,801.448
3,42,"V","S1","T3","360.476","N","N",11,"V",1,"V","1",285.952,219.241,505.193,"V",1,"V",1,314.95025,212.9305,527.88075
3,43,"S","S2","T3","692.9985","N","N",5,"S",2,"V","1",NA,117.672,NA,"V",2,"V",1,928.898,148.77375,1077.67175
3,44,"V","S2","T3","424.783","N","N",11,"V",2,NA,"0",NA,0,NA,"V",2,"NAN",0,230.9855,0,230.9855
3,45,"S","S4","T3","795.1395","N","N",11,"S",2,NA,"0",842.322,0,842.322,"S",2,"V",1,1168.6425,33.0077,1201.6502
3,46,"V","S4","T3","392.17875","N","N",6,"V",1,NA,"0",300.376,0,300.376,"V",1,"NAN",0,618.6055,0,618.6055
3,47,"S","C","T3","750.5625","N","N",11,"S",2,NA,"0",1076.664,0,1076.664,"S",2,"NAN",0,1488.7515,0,1488.7515
3,48,"V","C","T3","400.4425","N","N",11,"V",1,NA,"0",531.761,0,531.761,"V",1,"NAN",0,424.783,0,424.783
5,49,"S","S1","T2","587.172","N","N",5,NA,0,"S","1",0,NA,NA,"NAN",0,"V",2,0,306.8675,306.8675
5,50,"V","S1","T2","477.22025","N","N",5,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,108.056,0,108.056
5,51,"S","S2","T2","699.141","Y","N",5,"S",1,"V","1",461.112,360.3257,821.4377,"S",2,"V",1,612.1265,264.917,877.0435
5,52,"V","S2","T2","450.626","N","N",7,"S",2,NA,"0",520.0215,0,520.0215,"V",2,"NAN",0,530.5965,0,530.5965
5,53,"S","S4","T2","548.211","N","N",5,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,238.473,0,238.473
5,54,"V","S4","T2","638.739","N","N",5,"S",2,"V","1",1184.772,103.248,1288.02,"V",3,"V",1,1025.2345,112.864,1138.0985
5,55,"S","C","T2","455.3715","Y","N",5,"V",1,NA,"0",573.5732,0,573.5732,"V",1,"NAN",0,569.023,0,569.023
5,56,"V","C","T2","376.102","N","N",5,"V",1,NA,"0",638.739,0,638.739,"V",2,"NAN",0,767.07875,0,767.07875
5,57,"S","S1","T1","338.313","Y","N",11,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
5,58,"V","S1","T1","219.241","N","N",11,"S",2,"V","1",NA,165.4515,NA,"V",2,"V",1,210.241,188.59,398.831
5,59,"S","S2","T1","320.061","N","N",6,"V",1,"V","1",NA,NA,NA,"V",1,"V",1,73.7324,154.333,228.0654
5,60,"V","S2","T1","433.4975","N","N",11,"S",3,NA,"0",NA,0,NA,"V",3,NA,0,NA,0,NA
5,61,"S","S4","T1","656.67","N","N",11,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
5,62,"V","S4","T1","433.798","N","N",11,"S",1,NA,"0",470.94,0,470.94,"V",1,"NAN",0,513.13,0,513.13
5,63,"S","C","T1","474.501","N","N",5,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,588.856,0,588.856
5,64,"V","C","T1","425.23375","N","N",5,"V",2,NA,"0",NA,0,NA,"V",2,"NAN",0,551.524,0,551.524
5,66,"V","S1","T3","367.9885","N","N",4,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,219.241,0,219.241
5,67,"S","S2","T3","514.164","N","N",11,"S",1,"V","1",544.65,145.6185,690.2685,"V",1,"V",1,466.2927,300.376,766.6687
5,68,"V","S2","T3","337.3375","N","N",4,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,284.75,0,284.75
5,69,"S","S4","T3","704.406","N","N",11,"S",1,NA,"0",612.042,0,612.042,"S",2,"NAN",0,966.437,0,966.437
5,70,"V","S4","T3","408.10525","N","N",5,"S",1,NA,"0",334.401,0,334.401,"V",1,"NAN",0,272.129,0,272.129
5,71,"S","C","T3","511.8825","Y","N",4,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,503.8145,0,503.8145
5,72,"V","C","T3","416.6695","N","N",4,"S",2,NA,"0",NA,0,NA,"V",2,"NAN",0,635.61,0,635.61
6,73,"S","S1","T2","541.893","Y","N",5,"S",1,"S","1",NA,363.534,NA,"V",1,"NAN",0,176.8705,0,176.8705
6,74,"V","S1","T2","408.556","N","N",5,"V",1,"S","1",NA,304.7415,NA,"V",1,"V",2,231.862,NA,NA
6,75,"S","S2","T2","743.718","N","N",5,"S",1,"V","1",851.775,322.3125,1174.0875,"S",1,"V",1,791.052,182.73025,973.78225
6,76,"V","S2","T2","569.624","N","N",8,"V",1,"V","1",477.2203,219.241,696.4613,"V",1,"V",1,468.3555,206.62,674.9755
6,77,"S","S4","T2","572.43","N","Y",5,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
6,78,"V","S4","T2","392.329","N","N",5,"S",1,"V","1",542.544,49.21,591.754,"S",1,"V",1,701.196,31.47505,732.67105
6,79,"S","C","T2","725.115","N","N",5,"S",2,NA,"0",NA,0,NA,"V",3,"NAN",0,384.2155,0,384.2155
6,80,"V","C","T2","337.3375","N","N",6,"S",1,NA,"0",517.974,0,517.974,"S",1,"NAN",0,249.459,0,249.459
6,81,"S","S1","T1","385.8735","N","Y",11,"S",2,"V","1",NA,148.924,NA,"V",2,"V",1,416.47345,219.241,635.71445
6,82,"V","S1","T1","345.00025","N","N",11,"S",2,"V","1",NA,68.4776,NA,"V",1,"V",1,2.61,88.1831,90.7931
6,83,"S","S2","T1","250.914","N","N",5,"V",1,"V","1",98.59025,159.742,258.33225,"V",1,"V",1,372.768,154.333,527.101
6,84,"V","S2","T1","322.3125","N","N",11,"S",1,"V","1",417.7635,82.27145,500.03495,"NAN",0,"NAN",0,0,0,0
6,85,"S","S4","T1","540.138","N","N",11,"S",1,NA,"0",680.838,0,680.838,"V",1,"NAN",0,450.9265,0,450.9265
6,86,"V","S4","T1","376.25225","N","N",5,"V",1,NA,"0",400.4425,0,400.4425,"V",1,"NAN",0,416.0685,0,416.0685
6,87,"S","C","T1","530.8365","N","N",5,"S",1,NA,"0",912.498,0,912.498,"V",1,"NAN",0,569.04925,0,569.04925
6,88,"V","C","T1","314.8","N","N",5,"V",1,NA,"0",400.4425,0,400.4425,"S",1,"NAN",0,411.27,0,411.27
6,89,"S","S1","T3","629.1165","Y","N",4,"S",1,"V","1",294.036,344.726,638.762,"V",1,"V",1,360.476,225.5515,586.0275
6,90,"V","S1","T3","265.2175","N","N",4,"S",1,"V","1",76.416,70.88605,147.30205,"V",1,"V",1,98.59025,21.1844,119.77465
6,91,"S","S2","T3","514.515","N","N",4,"S",1,"V","2",496.563,NA,NA,"S",1,"V",2,433.734,198.091275,631.825275
6,92,"V","S2","T3","450.9265","N","N",3,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,392.17875,0,392.17875
6,93,"S","S4","T3","587.874","N","N",4,"S",1,NA,"0",539.034,0,539.034,"V",1,"NAN",0,486.085,0,486.085
6,94,"V","S4","T3","376.102","N","N",11,"S",1,NA,"0",517.272,0,517.272,"NAN",0,"NAN",0,0,0,0
6,95,"S","C","T3","993.4545","N","N",4,"S",3,NA,"0",1543.1747,0,1543.1747,"V",3,"NAN",0,1461.3185,0,1461.3185
6,96,"V","C","T3","416.6695","N","N",11,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,344.85,0,344.85
7,97,"S","S1","T2","797.772","Y","Y",7,"V",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,98,"V","S1","T2","618.305","N","N",6,NA,0,"V","1",0,513.2803,513.2803,NA,NA,NA,NA,NA,NA,NA
7,99,"S","S2","T2","1206.336","N","N",8,"S",2,"V","1",1204.077,504.115,1708.192,NA,NA,NA,NA,NA,NA,NA
7,100,"V","S2","T2","322.3125","Y","N",6,"V",1,"V","1",300.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,101,"S","S4","T2","665.094","N","N",5,"S",1,"V","1",NA,112.864,NA,NA,NA,NA,NA,NA,NA,NA
7,102,"V","S4","T2","450.9265","N","N",7,"V",1,NA,"0",329.825,0,329.825,NA,NA,NA,NA,NA,NA,NA
7,103,"S","C","T2","571.026","Y","N",6,"V",2,NA,"0",873.005,0,873.005,NA,NA,NA,NA,NA,NA,NA
7,104,"V","C","T2","442.212","Y","N",5,"V",2,NA,"0",221.8215,0,221.8215,NA,NA,NA,NA,NA,NA,NA
7,105,"S","S1","T1","847.965","Y","N",11,"S",2,"V","1",NA,159.742,NA,NA,NA,NA,NA,NA,NA,NA
7,106,"V","S1","T1","376.25225","N","N",11,"V",2,"V","1",NA,51.3995,NA,NA,NA,NA,NA,NA,NA,NA
7,107,"S","S2","T1","916.761","Y","N",11,"V",1,"V","1",400.4425,244.9337,645.3762,NA,NA,NA,NA,NA,NA,NA
7,108,"V","S2","T1","360.32575","Y","N",4,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
7,109,"S","S4","T1","317.604","Y","N",5,"V",1,NA,"0",143.515,0,143.515,NA,NA,NA,NA,NA,NA,NA
7,110,"V","S4","T1","628.522","N","N",11,"S",1,NA,"0",664.341,0,664.341,NA,NA,NA,NA,NA,NA,NA
7,111,"S","C","T1","711.426","N","N",11,"S",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
7,112,"V","C","T1","504.115","N","N",11,"V",1,NA,"0",569.4737,0,569.4737,NA,NA,NA,NA,NA,NA,NA
7,113,"S","S1","T3","983.802","Y","Y",5,"S",1,"V","2",NA,598.6485,NA,NA,NA,NA,NA,NA,NA,NA
8,121,"S","S1","T2","868.674","N","N",7,"V",3,"S","2",NA,NA,NA,"V",2,"V",3,667.195,471.26275,1138.45775
8,122,"V","S1","T2","272.129","N","N",6,"V",2,"V","1",NA,NA,NA,"V",2,"V",1,262.39125,299.775,562.16625
8,123,"S","S2","T2","476.607","N","N",5,"S",1,"V","1",609.936,NA,NA,"V",1,"V",1,486.085,148.924,635.009
8,124,"V","S2","T2","329.67475","Y","N",5,"V",1,"V","1",NA,231.862,NA,"V",1,"V",1,108.056,307.588,415.644
8,125,"S","S4","T2","452.388","N","N",5,"V",1,"V","1",285.952,NA,NA,"V",1,"NAN",0,376.25225,0,376.25225
8,126,"V","S4","T2","416.97","N","N",5,"V",1,NA,"0",494.499,0,494.499,"NAN",0,"NAN",0,0,0,0
8,127,"S","C","T2","532.767","N","N",6,"V",3,NA,"0",NA,0,NA,"V",3,"NAN",0,1162.71325,0,1162.71325
8,128,"V","C","T2","258.306","Y","N",8,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,322.3125,0,322.3125
8,129,"S","S1","T1","396.4035","N","N",11,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
8,130,"V","S1","T1","102.9475","N","N",11,"V",1,"V","1",NA,NA,NA,"V",1,"V",1,177.32125,76.57875,253.9
8,131,"S","S2","T1","359.1975","N","N",11,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,368.289,0,368.289
8,132,"V","S2","T1","314.95025","N","N",11,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,245.084,0,245.084
8,133,"S","S4","T1","767.0595","Y","N",11,"S",2,NA,"0",1096.27,0,1096.27,"S",3,"NAN",0,NA,0,NA
8,134,"V","S4","T1","5.5855","N","N",11,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,53.589,0,53.589
8,135,"S","C","T1","481.17","N","N",11,"V",2,NA,"0",964.958,0,964.958,"V",2,"NAN",0,874.808,0,874.808
8,136,"V","C","T1","392.329","N","N",11,"S",1,NA,"0",442.86,0,442.86,"V",2,"NAN",0,434.876,0,434.876
8,137,"S","S1","T3","431.679","N","N",5,"V",2,"V","1",NA,344.85,NA,"V",2,"V",1,630.802,425.384,1056.186
8,138,"V","S1","T3","329.825","N","N",4,"V",1,"V","1",206.62,NA,NA,"V",1,"V",1,314.95025,200.61,515.56025
8,139,"S","S2","T3","475.203","N","N",5,"V",2,NA,"0",NA,0,NA,"V",2,"NAN",0,609.91725,0,609.91725
8,140,"V","S2","T3","408.556","Y","N",4,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,322.3125,0,322.3125
8,142,"V","S4","T3","344.85","N","N",5,"V",1,NA,"0",477.07,0,477.07,"V",1,"NAN",0,646.552,0,646.552
8,143,"S","C","T3","605.424","N","N",5,"S",1,NA,"0",598.704,0,598.704,"V",1,"NAN",0,569.624,0,569.624
8,144,"V","C","T3","337.638","N","N",5,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,285.952,0,285.952
9,145,"S","S1","T2","485.733","N","N",5,"V",1,"S","1",NA,451.986,NA,"V",1,"V",1,272.129,337.3375,609.4665
9,146,"V","S1","T2","504.115","N","N",7,"S",1,"S","1",NA,469.0095,NA,"V",1,"V",1,314.8,344.85,659.65
9,147,"S","S2","T2","892.0155","N","N",6,"S",1,"S","1",824.748,576.24,1400.988,"V",1,"V",1,939.84,588.856,1528.696
9,148,"V","S2","T2","285.952","N","N",6,"V",1,"V","1",360.476,219.241,579.717,"V",1,"V",1,329.825,159.742,489.567
9,149,"S","S4","T2","699.492","N","N",7,"S",1,NA,"0",694.3515,0,694.3515,"S",1,"NAN",0,705.408,0,705.408
9,150,"V","S4","T2","579.24","N","N",7,"S",1,"V","1",NA,NA,NA,"V",1,"V",1,550.392,91.2484,641.6404
9,151,"S","C","T2","698.79","N","N",6,"S",1,NA,"0",1062.375,0,1062.375,"V",1,"NAN",0,856.301,0,856.301
9,152,"V","C","T2","264.917","Y","N",6,"V",1,NA,"0",265.2175,0,265.2175,"V",1,"NAN",0,424.783,0,424.783
9,153,"S","S1","T1","583.1355","N","N",11,"S",1,"V","1",NA,300.376,NA,"V",1,"V",1,450.626,314.8,765.426
9,154,"V","S1","T1","182.73025","N","N",11,"V",2,"V","1",276.5125,NA,NA,"V",2,"NAN",0,154.509,0,154.509
9,155,"S","S2","T1","537.681","N","N",11,"S",1,"V","1",NA,272.129,NA,"V",1,"V",1,188.59,344.85,533.44
9,156,"V","S2","T1","171.161","N","N",11,"V",1,"V","1",314.8,68.4776,383.2776,"V",1,"V",1,400.4425,58.296425,458.738925
9,157,"S","S4","T1","425.01","N","N",11,"S",1,NA,"0",659.2515,0,659.2515,"V",1,"NAN",0,86.42,0,86.42
9,158,"V","S4","T1","400.142","N","N",11,"S",1,NA,"0",606.426,0,606.426,"V",1,"NAN",0,468.3555,0,468.3555
9,159,"S","C","T1","590.331","N","N",11,"S",1,NA,"0",800.178,0,800.178,"V",1,"NAN",0,400.4425,0,400.4425
9,160,"V","C","T1","322.3125","N","N",11,"V",1,NA,"0",531.761,0,531.761,"V",1,"NAN",0,513.13,0,513.13
9,161,"S","S1","T3","752.6685","N","N",11,"V",1,"V","1",425.384,477.07,902.454,"V",1,"V",1,513.13,383.915,897.045
9,162,"V","S1","T3","337.3375","N","N",11,"V",1,"V","1",NA,300.376,NA,"V",1,"V",1,314.8,219.241,534.041
9,163,"S","S2","T3","795.8415","N","N",11,"S",2,"V","2",NA,NA,NA,"V",2,"V",2,564.525,378.0815,942.6065
9,164,"V","S2","T3","442.36225","N","N",6,"V",1,"V","1",550.392,NA,NA,"V",1,"V",1,550.392,212.9305,763.3225
9,165,"S","S4","T3","521.886","N","N",11,"V",1,"V","1",822.044,NA,NA,"V",1,"V",1,722.278,94.3137,816.5917
9,166,"V","S4","T3","279.0405","N","N",11,"V",1,NA,"0",459.641,0,459.641,"V",1,"NAN",0,477.22025,0,477.22025
9,167,"S","C","T3","646.3155","N","N",11,"V",1,NA,"0",468.055,0,468.055,"V",1,"NAN",0,588.856,0,588.856
9,168,"V","C","T3","486.085","N","N",11,"V",1,NA,"0",477.07,0,477.07,"V",1,"NAN",0,689.824,0,689.824
10,169,"S","S1","T2","602.4405","N","N",6,"S",1,"S","1",467.6055,574.836,1042.4415,"V",1,"V",1,400.4425,425.384,825.8265
10,170,"V","S1","T2","560.008","N","N",6,"S",2,"S","1",423.9475,538.683,962.6305,"V",2,"V",1,372.82275,467.454,840.27675
10,171,"S","S2","T2","831.2925","N","N",7,"S",1,"V","1",969.36,598.7725,1568.1325,"V",1,"V",1,638.739,637.8375,1276.5765
10,172,"V","S2","T2","513.13","N","Y",5,"V",2,NA,"0",246.303,0,246.303,"V",2,"NAN",0,249.437,0,249.437
10,173,"S","S4","T2","575.94","N","N",9,"S",1,"V","1",680.136,127.889,808.025,"V",1,"V",1,560.008,93.9325,653.9405
10,174,"V","S4","T2","468.3555","N","N",7,"V",1,"V","1",776.368,98.44,874.808,"V",1,"V",1,628.522,122.7805,751.3025
10,175,"S","C","T2","484.68","N","N",7,"V",2,NA,"0",992.6915,0,992.6915,"V",2,"NAN",0,834.541,0,834.541
10,176,"V","C","T2","450.9265","N","N",5,"V",2,NA,"0",NA,0,NA,"V",2,"NAN",0,825.67625,0,825.67625
10,177,"S","S1","T1","516.621","N","N",11,"S",1,"V","1",562.902,495.1,1058.002,"V",1,"V",1,442.212,300.22575,742.43775
10,178,"V","S1","T1","345.00025","N","N",5,"V",2,"V","1",460.719,NA,NA,"V",2,"V",1,721.2525,219.241,940.4935
10,179,"S","S2","T1","754.95","N","N",11,"S",2,"V","1",822.54,459.641,1282.181,"V",2,"V",1,777.446,206.62,984.066
10,180,"V","S2","T1","450.626","N","N",11,"S",2,"V","1",819.331,117.672,937.003,"V",2,"V",1,981.185,176.8705,1158.0555
10,181,"S","S4","T1","444.666","N","N",11,"V",1,NA,"0",511.928,0,511.928,"V",1,"NAN",0,503.8145,0,503.8145
10,182,"V","S4","T1","425.23375","N","N",11,"V",1,"V","1",459.641,40.8899,500.5309,"V",1,"V",1,148.924,40.8899,189.8139
10,183,"S","C","T1","744.771","N","N",11,"V",1,NA,"0",251.695,0,251.695,"V",1,"NAN",0,314.8,0,314.8
10,184,"V","C","T1","442.36225","N","N",11,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
10,185,"S","S1","T3","950.808","N","N",5,"S",2,"V","1",618.96,854.975,1473.935,"V",2,"V",1,594.4415,601.3365,1195.778
10,186,"V","S1","T3","360.32575","N","N",11,"S",1,"V","1",210.849,200.3095,411.1585,"V",1,"V",1,NA,279.0405,NA
10,187,"S","S2","T3","563.8305","N","N",11,"S",1,NA,"0",668.202,0,668.202,"V",1,"NAN",0,329.224,0,329.224
10,188,"V","S2","T3","690.425","N","N",6,"S",1,"V","1",442.86,97.379,540.239,"V",1,"V",1,468.3555,286.10225,754.45775
10,189,"S","S4","T3","824.097","N","N",11,"S",2,NA,"0",NA,0,NA,"V",2,"NAN",0,1191.68525,0,1191.68525
10,190,"V","S4","T3","522.4455","N","N",11,"S",1,"V","1",951.6345,NA,NA,"V",1,"V",1,408.70625,85.1178,493.82405
10,191,"S","C","T3","828.1335","N","N",11,"V",1,NA,"0",989.122,0,989.122,"V",1,"NAN",0,690.425,0,690.425
10,192,"V","C","T3","459.641","N","N",11,"V",1,NA,"0",550.392,0,550.392,"V",1,"NAN",0,588.856,0,588.856
11,193,"S","S1","T2","812.865","N","N",6,"S",1,"S","2",240.684,NA,NA,"V",1,"V",3,272.129,518.215,790.344
11,194,"V","S1","T2","258.306","N","N",7,"V",1,"V","1",170.56,NA,NA,"V",1,"V",1,360.476,352.3625,712.8385
11,195,"S","S2","T2","437.8215","N","N",6,"S",1,"V","1",458.304,285.952,744.256,"V",1,"V",1,509.524,384.2155,893.7395
11,196,"V","S2","T2","492.696","N","N",6,"S",1,NA,"0",654.864,0,654.864,"S",1,"NAN",0,686.805,0,686.805
11,197,"S","S4","T2","452.2125","N","N",6,"V",1,NA,"0",733.096,0,733.096,"V",2,"NAN",0,934.908,0,934.908
11,198,"V","S4","T2","384.2155","N","N",5,"V",1,NA,"0",540.776,0,540.776,"V",2,"NAN",0,651.89545,0,651.89545
11,199,"S","C","T2","738.804","N","N",7,"V",2,NA,"0",859.541,0,859.541,"S",2,"NAN",0,1130.50475,0,1130.50475
11,200,"V","C","T2","450.9265","N","N",7,"V",1,NA,"0",569.4737,0,569.4737,"V",1,"NAN",0,733.096,0,733.096
11,201,"S","S1","T1","430.275","N","N",11,"V",1,"V","1",NA,NA,NA,"V",1,"V",1,148.924,258.45625,407.38025
11,202,"V","S1","T1","293.164","N","N",11,"V",1,"V","1",NA,159.2912,NA,"V",1,"V",1,459.641,314.95025,774.59125
11,203,"S","S2","T1","397.632","N","N",11,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,513.13,0,513.13
11,204,"V","S2","T1","176.57","N","N",11,"V",1,NA,"0",218.64,0,218.64,"V",1,"V",1,265.2175,29.9424,295.1599
11,205,"S","S4","T1","482.925","N","N",11,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
11,206,"V","S4","T1","459.49075","N","N",11,"V",1,NA,"0",494.499,0,494.499,"V",2,"NAN",0,813.1379,0,813.1379
11,207,"S","C","T1","583.662","N","N",11,"S",2,NA,"0",NA,0,NA,"V",2,"NAN",0,839.79975,0,839.79975
11,208,"V","C","T1","293.164","N","N",11,"V",1,NA,"0",329.825,0,329.825,"V",1,"NAN",0,495.1,0,495.1
11,209,"S","S1","T3","600.3345","N","N",11,"S",2,"V","1",NA,NA,NA,"V",2,"V",1,516.16125,367.9885,884.14975
11,211,"S","S2","T3","605.424","N","N",11,"V",1,NA,"0",NA,0,NA,"V",1,"NAN",0,569.47375,0,569.47375
11,212,"V","S2","T3","432.8965","Y","N",4,"V",2,NA,"0",477.201,0,477.201,"V",2,"NAN",0,938.66425,0,938.66425
11,213,"S","S4","T3","519.429","N","N",11,"S",1,NA,"0",673.116,0,673.116,"V",2,"NAN",0,1061.56875,0,1061.56875
11,214,"V","S4","T3","384.2155","N","N",11,"S",1,NA,"0",NA,0,NA,"V",1,"NAN",0,541.0765,0,541.0765
11,215,"S","C","T3","905.0025","N","N",11,"S",1,NA,"0",630.996,0,630.996,"S",1,"NAN",0,888.63,0,888.63
11,216,"V","C","T3","468.055","N","N",4,"V",1,NA,"0",569.624,0,569.624,"V",2,"NAN",0,990.2,0,990.2
12,217,"S","S1","T2","582.258","N","Y",6,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
12,218,"V","S1","T2","799.206","N","N",5,"S",2,"V","1",345.6375,337.3375,682.975,NA,NA,NA,NA,NA,NA,NA
